n_neurons,n_layers,dropout,epochs,optimizer,loss 1,accuracy 1,loss 2,accuracy 2,loss 3,accuracy 3,loss 4,accuracy 4,loss 5,accuracy 5
512,1,0.25,5,adam,1.6955701112747192,0.3970000147819519,1.6982308626174927,0.3903999924659729,1.6665608882904053,0.4025000035762787,1.7056490182876587,0.37790000438690186,1.6706199645996094,0.40139999985694885
1024,1,0.25,5,adam,1.689007043838501,0.3919000029563904,1.6584453582763672,0.4120999872684479,1.6625535488128662,0.40540000796318054,1.6430587768554688,0.4189000129699707,1.6319483518600464,0.42820000648498535
2048,1,0.25,5,adam,1.6337692737579346,0.4099999964237213,1.625772476196289,0.4242999851703644,1.6418535709381104,0.4277999997138977,1.6232210397720337,0.4219000041484833,1.6050028800964355,0.4343999922275543
4096,1,0.25,5,adam,1.6427550315856934,0.40939998626708984,1.5971661806106567,0.43709999322891235,1.603853464126587,0.4359000027179718,1.604507327079773,0.4357999861240387,1.618561863899231,0.4293000102043152
512,2,0.25,5,adam,1.769486904144287,0.37400001287460327,1.7668408155441284,0.3723999857902527,1.775322675704956,0.3716000020503998,1.7591595649719238,0.38089999556541443,1.7645066976547241,0.3720000088214874
512,3,0.25,5,adam,1.834586501121521,0.33250001072883606,1.8578991889953613,0.3156999945640564,1.8535058498382568,0.310699999332428,1.8197144269943237,0.34049999713897705,1.8034892082214355,0.35659998655319214
512,4,0.25,5,adam,1.8165054321289062,0.35109999775886536,1.8933429718017578,0.326200008392334,1.7881675958633423,0.3488999903202057,1.8270076513290405,0.32679998874664307,1.8874273300170898,0.2847999930381775
512,1,0.0,5,adam,1.5750384330749512,0.43939998745918274,1.5813071727752686,0.44130000472068787,1.5867105722427368,0.43459999561309814,1.555993676185608,0.45590001344680786,1.5362389087677002,0.45509999990463257
512,1,0.5,5,adam,1.8518081903457642,0.33899998664855957,1.8527841567993164,0.33239999413490295,1.8055927753448486,0.36559998989105225,1.8277009725570679,0.3310999870300293,1.8416675329208374,0.33629998564720154
512,1,0.25,5,RMSprop,1.6791306734085083,0.3982999920845032,1.8545072078704834,0.3395000100135803,1.6870243549346924,0.39989998936653137,1.7279232740402222,0.37380000948905945,1.6952687501907349,0.38429999351501465
512,1,0.25,5,SGD,1.5539579391479492,0.4578999876976013,1.5668816566467285,0.4564000070095062,1.5582200288772583,0.4503999948501587,1.5605342388153076,0.44749999046325684,1.5762240886688232,0.4499000012874603
512,1,0.25,10,adam,1.6682969331741333,0.39959999918937683,1.6663026809692383,0.3993000090122223,1.6779476404190063,0.39309999346733093,1.6383947134017944,0.4092000126838684,1.6439285278320312,0.4154999852180481
512,1,0.25,20,adam,1.6058529615402222,0.4300000071525574,1.6320027112960815,0.4068000018596649,1.6280641555786133,0.42260000109672546,1.6475003957748413,0.40939998626708984,1.6039519309997559,0.43540000915527344
512,1,0.25,30,adam,1.5877376794815063,0.42980000376701355,1.6154348850250244,0.421099990606308,1.5840325355529785,0.4422000050544739,1.6115061044692993,0.42750000953674316,1.5886847972869873,0.43810001015663147
